date,close
03/14/2013,26.91
03/15/2013,26.4071
03/18/2013,26.5128
03/19/2013,25.91
03/20/2013,26.15
03/21/2013,25.9986
03/22/2013,25.9
03/25/2013,25.8271
03/26/2013,27.23
03/27/2013,27.1771
03/28/2013,27.04
04/01/2013,26.0614
04/02/2013,25.2414
04/03/2013,24.2486
04/04/2013,23.8128
04/05/2013,23.5229
04/08/2013,23.2943
04/09/2013,24.1943
04/10/2013,23.7243
04/11/2013,24.7157
04/12/2013,24.7428
04/15/2013,25.2143
04/16/2013,25.1214
04/17/2013,24.1943
04/18/2013,23.4029
04/19/2013,23.3386
04/22/2013,24.91
04/23/2013,30.9986
04/24/2013,30.96
04/25/2013,30.5357
04/26/2013,30.7928
04/29/2013,30.7161
04/30/2013,30.8671
05/01/2013,30.4157
05/02/2013,30.6414
05/03/2013,30.4928
05/06/2013,30.0986
05/07/2013,29.4643
05/08/2013,29.8014
05/09/2013,30.9157
05/10/2013,31.0991
05/13/2013,32.7684
05/14/2013,33.4243
05/15/2013,34.7714
05/16/2013,33.8614
05/17/2013,34.1428
05/20/2013,34.2214
05/21/2013,33.87
05/22/2013,32.6514
05/23/2013,32.3114
05/24/2013,32.6771
05/28/2013,30.5986
05/29/2013,30.7628
05/30/2013,31.8086
05/31/2013,32.3214
06/03/2013,31.71
06/04/2013,32.1871
06/05/2013,31.9228
06/06/2013,31.1057
06/07/2013,31.46
06/10/2013,31.5614
06/11/2013,30.6371
06/12/2013,29.6628
06/13/2013,30.77
06/14/2013,30.57
06/17/2013,32.7471
06/18/2013,32.69
06/19/2013,33.1871
06/20/2013,31.9314
06/21/2013,30.9857
06/24/2013,30.8
06/25/2013,30.4143
06/26/2013,30.3
06/27/2013,30.71
06/28/2013,30.1557
07/01/2013,32.04
07/02/2013,31.6371
07/03/2013,31.5586
07/05/2013,32.1571
07/08/2013,33.3
07/09/2013,35.3403
07/10/2013,34.8314
07/11/2013,34.8814
07/12/2013,36.7516
07/15/2013,36.8543
07/16/2013,37.2114
07/17/2013,38.2743
07/18/2013,38.0586
07/19/2013,37.7966
07/22/2013,37.4228
07/23/2013,35.7514
07/24/2013,34.4714
07/25/2013,35.2486
07/26/2013,35.1871
07/29/2013,34.9943
07/30/2013,34.8228
07/31/2013,34.9263
08/01/2013,35.5886
08/02/2013,35.1686
08/05/2013,36.2628
08/06/2013,36.5571
08/07/2013,35.6014
08/08/2013,35.7714
08/09/2013,36.1071
08/12/2013,36.6571
08/13/2013,37.0271
08/14/2013,37.4014
08/15/2013,36.2014
08/16/2013,36.9814
08/19/2013,37.1114
08/20/2013,39.0414
08/21/2013,38.6243
08/22/2013,38.5357
08/23/2013,39.7657
08/26/2013,40.3886
08/27/2013,39.4343
08/28/2013,40.48
08/29/2013,41.1214
08/30/2013,40.5586
09/03/2013,41.2857
09/04/2013,41.7757
09/05/2013,42.1586
09/06/2013,41.6486
09/09/2013,42.0214
09/10/2013,44.7228
09/11/2013,44.0428
09/12/2013,43.058
09/13/2013,43.6643
09/16/2013,43.1657
09/17/2013,42.7928
09/18/2013,43.8457
09/19/2013,43.6426
09/20/2013,44.8328
09/23/2013,43.1486
09/24/2013,43.7843
09/25/2013,43.8771
09/26/2013,44.7871
09/27/2013,44.6286
09/30/2013,44.1728
10/01/2013,46.3743
10/02/2013,47.2471
10/03/2013,45.96
10/04/2013,46.7514
10/07/2013,45.4514
10/08/2013,43.1886
10/09/2013,41.2043
10/10/2013,43.4277
10/11/2013,42.9783
10/14/2013,46.3371
10/15/2013,45.9557
10/16/2013,46.1254
10/17/2013,47.1571
